Fuente:SENAMHI / DRD;;;;
* Datos sin control de calidad.;;;;
* El uso de estos datos será de entera responsabilidad del usuario.;;;;
;;;;
Leyenda:* S/D = Sin Datos.;;;;
* T = Trazas (Precipitación < 0.1 mm/día).;;;;
;;;;
,Estación:PORCULLA;;;;
,Departamento:PIURA,Provincia:HUANCABAMBA,Distrito:HUARMACA;;;;
,Latitud:5Â°50'22.7'',Longitud:79Â°30'20.6'',Altitud:2142,msnm.;;;;
,Tipo:PLU,-Meteorológica,Código:100105;;;;
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día);;;;
MAX,MIN,TOTAL;;;;
DIA/MES/AÑO;MAX;MIN;HUMEDAD;PRECIPITACION 
1/07/2019;0;0;0;0.0
2/07/2019;0;0;0;0.0
3/07/2019;0;0;0;0.0
4/07/2019;0;0;0;0.0
5/07/2019;0;0;0;0.0
6/07/2019;0;0;0;0.0
7/07/2019;0;0;0;0.0
8/07/2019;0;0;0;0.0
9/07/2019;0;0;0;0.0
10/07/2019;0;0;0;0.0
11/07/2019;0;0;0;0.0
12/07/2019;0;0;0;0.0
13/07/2019;0;0;0;0.0
14/07/2019;0;0;0;0.0
15/07/2019;0;0;0;0.0
16/07/2019;0;0;0;0.0
17/07/2019;0;0;0;0.0
18/07/2019;0;0;0;0.0
19/07/2019;0;0;0;0.0
20/07/2019;0;0;0;0.0
21/07/2019;0;0;0;0.0
22/07/2019;0;0;0;0.0
23/07/2019;0;0;0;0.0
24/07/2019;0;0;0;0.0
25/07/2019;0;0;0;0.0
26/07/2019;0;0;0;0.0
27/07/2019;0;0;0;0.0
28/07/2019;0;0;0;0.0
29/07/2019;0;0;0;0.0
30/07/2019;0;0;0;0.0
31/07/2019;0;0;0;0.0
